Institution_Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Wayne State University,1525003914.0,1505993402.0,1561797740.0,1565422000.0,1697766000.0,1757414000.0,1740462000.0,1770206000.0,1959057000.0,1942100000.0,1046955000.0
Andrews University,,,,,,,,,,,
Pensole Lewis College of Business and Design,,,,,,,,,,,
Saginaw Chippewa Tribal College,,,,,,,,,,,
