college_name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"University of Nevada, Reno",602711712.0,623583964.0,595774926.0,630368068.0,698967468.0,685025372.0,653336684.0,809214728.0,913382482.0,950161604.0,410429436.0
Washington University in St. Louis,13588298000.0,15495602000.0,15652506000.0,15062628000.0,16671514000.0,17770210000.0,18733156000.0,20950530640.0,32197650000.0,30379428000.0,13920906000.0
Catholic University of America,646804000.0,703854000.0,747280000.0,733976000.0,785576000.0,813430000.0,833636000.0,804952000.0,969830000.0,978158000.0,458335000.0
"University of California, Santa Barbara",618164000.0,614408000.0,650026000.0,687304000.0,735560000.0,788364000.0,938258000.0,992592000.0,902386000.0,935216000.0,504964000.0
University of Tampa,104878874.0,124999908.0,158955084.0,153776398.0,122061246.0,109848908.0,116788888.0,118803082.0,137648600.0,195215292.0,98620208.0
University of Texas at El Paso,436189270.0,533844984.0,516359454.0,533346498.0,597149158.0,627401588.0,642113928.0,639418906.0,734357380.0,717119338.0,395166005.0
University of Massachusetts Amherst,972484000.0,1040194000.0,1145994000.0,1182896000.0,1279382000.0,1372698970.0,1401557848.0,1570734844.0,1545844114.0,1802010494.0,918110346.0
University of West Florida,299731116.0,357095012.0,417426900.0,408289290.0,416428900.0,411003062.0,357915748.0,339341796.0,353332918.0,376449510.0,215148090.0
"University of California, Riverside",492908000.0,514518000.0,550140000.0,565490000.0,589780000.0,583132000.0,611612000.0,661714000.0,643690000.0,646220000.0,347695000.0
University of Massachusetts Lowell,414430000.0,464136000.0,520150000.0,514666000.0,556694000.0,571588000.0,559630000.0,597252000.0,671250000.0,648738000.0,304222000.0
University of North Carolina Asheville,90653384.0,94518592.0,94021268.0,91736904.0,95948776.0,93216324.0,89024556.0,83190890.0,85441332.0,102641956.0,40597421.0
University of Texas Health Science Center at Houston,531849528.0,702367778.0,625483248.0,737153236.0,914235382.0,860003078.0,1127629908.0,1130025922.0,1412188750.0,1285777940.0,895815183.0
University of Texas Medical Branch at Galveston,977192326.0,1169958236.0,717727614.0,818208590.0,962862000.0,935876978.0,943332252.0,932736754.0,1029388406.0,950037612.0,547782571.0
University of Texas MD Anderson Cancer Center,2482722.0,2895842.0,2760386.0,3231136.0,4751226.0,2226972.0,3631840.0,3813408.0,3490662.0,3667718.0,1925396.0
"California State University, Chico",378840310.0,397546202.0,449181988.0,373861896.0,350131624.0,340506580.0,351697664.0,413570170.0,462811514.0,451260452.0,223663195.0
University of Massachusetts Dartmouth,221958000.0,245752000.0,247568000.0,243746000.0,212638000.0,231422000.0,244290000.0,280962000.0,311134000.0,318436000.0,157469000.0
"California State University, San Marcos",215691704.0,222143648.0,270132674.0,231104710.0,251488654.0,281425600.0,307298920.0,316889276.0,363266846.0,398319064.0,177333048.0
Texas Woman’s University,501028966.0,536516006.0,572200486.0,573215062.0,797378954.0,800407890.0,756387388.0,705173014.0,813407188.0,993525984.0,602506121.0
"California State Polytechnic University, Pomona",486572310.0,527820162.0,644658456.0,573443046.0,659029268.0,736670120.0,578915930.0,647487238.0,759495770.0,808860862.0,494661102.0
University of Texas Permian Basin,94934002.0,138732768.0,113641518.0,159220782.0,191639414.0,245563760.0,161356720.0,186812478.0,170990590.0,151611608.0,77965180.0
"Minnesota State University, Mankato",381206000.0,383440000.0,463936000.0,458704000.0,451226000.0,476672000.0,494352000.0,496688000.0,518540000.0,529924000.0,264863000.0
North Dakota State University,287177268.0,304558338.0,357644738.0,352564760.0,362679168.0,366091844.0,395202322.0,357404032.0,371885770.0,387977698.0,187764432.0
